chrom	se_thetahat	thetahat	gene	genename
9	0.115336000919342	0.089224100112915	ENSG00000175768.8	TOMM5
9	0.0480072982609272	0.077497199177742	ENSG00000175768.8	TOMM5
9	0.109811998903751	-0.0410070009529591	ENSG00000175768.8	TOMM5
9	0.0572721995413303	0.124808996915817	ENSG00000175768.8	TOMM5
9	0.148157000541687	0.0197311006486416	ENSG00000175768.8	TOMM5
9	0.0441403985023499	-0.116884998977184	ENSG00000175768.8	TOMM5
9	0.0479754991829395	-0.0776704996824265	ENSG00000175768.8	TOMM5
9	0.114569000899792	-0.0871590003371239	ENSG00000175768.8	TOMM5
9	0.0527645982801914	-0.116356000304222	ENSG00000175768.8	TOMM5
9	0.119439996778965	-0.184993997216225	ENSG00000175768.8	TOMM5
9	0.0529299005866051	0.117633998394012	ENSG00000175768.8	TOMM5
9	0.0523900985717773	0.119074001908302	ENSG00000175768.8	TOMM5
9	0.042008001357317	0.0196138005703688	ENSG00000175768.8	TOMM5
9	0.0475504994392395	0.0839117988944054	ENSG00000175768.8	TOMM5
9	0.0479133985936642	-0.076587401330471	ENSG00000175768.8	TOMM5
9	0.0573301985859871	-0.127478003501892	ENSG00000175768.8	TOMM5
9	0.0479131005704403	-0.0765756964683533	ENSG00000175768.8	TOMM5
9	0.0479990988969803	-0.0770514979958534	ENSG00000175768.8	TOMM5
9	0.0466420017182827	0.0562785007059574	ENSG00000175768.8	TOMM5
9	0.0496114008128643	0.0735234990715981	ENSG00000175768.8	TOMM5
9	0.0479133017361164	-0.076581597328186	ENSG00000175768.8	TOMM5
9	0.137878999114037	-0.0300066005438566	ENSG00000175768.8	TOMM5
9	0.101176999509335	-0.00160590000450611	ENSG00000175768.8	TOMM5
9	0.09670490026474	0.361173987388611	ENSG00000175768.8	TOMM5
9	0.0490672998130322	0.0912327989935875	ENSG00000175768.8	TOMM5
9	0.0928334966301918	0.0157922003418207	ENSG00000175768.8	TOMM5
9	0.099499799311161	-0.0178552009165287	ENSG00000175768.8	TOMM5
9	0.0915907025337219	0.00375242996960878	ENSG00000175768.8	TOMM5
9	0.0895764976739883	0.0124522997066379	ENSG00000175768.8	TOMM5
9	0.0481089018285275	-0.0862032026052475	ENSG00000175768.8	TOMM5
9	0.0573294013738632	0.12746299803257	ENSG00000175768.8	TOMM5
9	0.135197997093201	-0.0873614028096199	ENSG00000175768.8	TOMM5
9	0.119909003376961	-0.0172262005507946	ENSG00000175768.8	TOMM5
9	0.100170001387596	0.02887980081141	ENSG00000175768.8	TOMM5
9	0.0470148995518684	0.0482533015310764	ENSG00000175768.8	TOMM5
9	0.105414003133774	-0.0725847035646439	ENSG00000175768.8	TOMM5
9	0.0478896982967854	-0.0766464024782181	ENSG00000175768.8	TOMM5
9	0.0362428016960621	-0.0510899983346462	ENSG00000175768.8	TOMM5
9	0.114532999694347	0.0870765969157219	ENSG00000175768.8	TOMM5
9	0.127550005912781	0.0197694003582001	ENSG00000175768.8	TOMM5
9	0.0479125007987022	0.0765663012862206	ENSG00000175768.8	TOMM5
9	0.0479125007987022	0.0765663012862206	ENSG00000175768.8	TOMM5
9	0.107118003070354	0.0425319001078606	ENSG00000175768.8	TOMM5
9	0.0478219017386436	0.0756741017103195	ENSG00000175768.8	TOMM5
9	0.0659478008747101	-0.0173540990799665	ENSG00000175768.8	TOMM5
9	0.0527617000043392	-0.116346001625061	ENSG00000175768.8	TOMM5
9	0.0573294013738632	-0.12746299803257	ENSG00000175768.8	TOMM5
9	0.109990999102592	0.1423249989748	ENSG00000175768.8	TOMM5
9	0.0516460984945297	-0.0714989975094795	ENSG00000175768.8	TOMM5
9	0.157251000404358	-0.132272005081177	ENSG00000175768.8	TOMM5
9	0.115294001996517	-0.0411735996603966	ENSG00000175768.8	TOMM5
9	0.0626607015728951	-0.0586304999887943	ENSG00000175768.8	TOMM5
9	0.110382996499538	0.127764001488686	ENSG00000175768.8	TOMM5
9	0.100620999932289	0.0613659992814064	ENSG00000175768.8	TOMM5
9	0.0486092008650303	-0.0835859999060631	ENSG00000175768.8	TOMM5
9	0.0453355014324188	0.0675640031695366	ENSG00000175768.8	TOMM5
9	0.0911877006292343	-0.00753758987411857	ENSG00000175768.8	TOMM5
9	0.0572999007999897	0.127193003892899	ENSG00000175768.8	TOMM5
9	0.122859999537468	0.198600992560387	ENSG00000175768.8	TOMM5
9	0.138236999511719	-0.0371753014624119	ENSG00000175768.8	TOMM5
9	0.0572999007999897	-0.127193003892899	ENSG00000175768.8	TOMM5
9	0.0426351018249989	0.121473997831345	ENSG00000175768.8	TOMM5
9	0.0478900000452995	-0.080589696764946	ENSG00000175768.8	TOMM5
9	0.114532999694347	0.0870765969157219	ENSG00000175768.8	TOMM5
9	0.0483179017901421	-0.158960998058319	ENSG00000175768.8	TOMM5
9	0.0428453981876373	-0.119535997509956	ENSG00000175768.8	TOMM5
9	0.10334900021553	-0.116944000124931	ENSG00000175768.8	TOMM5
9	0.114532999694347	-0.0870765969157219	ENSG00000175768.8	TOMM5
9	0.0572999007999897	-0.127193003892899	ENSG00000175768.8	TOMM5
9	0.0566018000245094	0.111824996769428	ENSG00000175768.8	TOMM5
9	0.0527401007711887	-0.116121999919415	ENSG00000175768.8	TOMM5
9	0.0360778011381626	-0.0426333993673325	ENSG00000175768.8	TOMM5
9	0.144853994250298	-0.0691037029027939	ENSG00000175768.8	TOMM5
9	0.0566018000245094	0.111824996769428	ENSG00000175768.8	TOMM5
9	0.108681999146938	0.0565502010285854	ENSG00000175768.8	TOMM5
9	0.136410996317863	-0.0369075015187263	ENSG00000175768.8	TOMM5
9	0.123000003397465	0.0188305005431175	ENSG00000175768.8	TOMM5
9	0.0467523001134396	0.101695999503136	ENSG00000175768.8	TOMM5
9	0.0573742017149925	0.132373005151749	ENSG00000175768.8	TOMM5
9	0.0480890013277531	-0.0778456032276154	ENSG00000175768.8	TOMM5
9	0.0485512018203735	-0.113084003329277	ENSG00000175768.8	TOMM5
9	0.0936407968401909	-0.191938996315002	ENSG00000175768.8	TOMM5
9	0.0455804988741875	0.0759390965104103	ENSG00000175768.8	TOMM5
9	0.0442230999469757	-0.0722372010350227	ENSG00000175768.8	TOMM5
9	0.0475556999444962	-0.0877633988857269	ENSG00000175768.8	TOMM5
9	0.0527396984398365	-0.116120003163815	ENSG00000175768.8	TOMM5
9	0.0475556999444962	-0.0877633988857269	ENSG00000175768.8	TOMM5
9	0.0756276994943619	0.0410116985440254	ENSG00000175768.8	TOMM5
9	0.137878999114037	-0.0300066005438566	ENSG00000175768.8	TOMM5
9	0.0572999007999897	-0.127193003892899	ENSG00000175768.8	TOMM5
9	0.0475556999444962	-0.0877633988857269	ENSG00000175768.8	TOMM5
9	0.114532999694347	-0.0870765969157219	ENSG00000175768.8	TOMM5
9	0.0475556999444962	0.0877633988857269	ENSG00000175768.8	TOMM5
9	0.146183997392654	-0.164816007018089	ENSG00000175768.8	TOMM5
9	0.0573382005095482	-0.122551001608372	ENSG00000175768.8	TOMM5
9	0.0908749029040337	0.0176529008895159	ENSG00000175768.8	TOMM5
9	0.0495723001658916	0.0866554975509644	ENSG00000175768.8	TOMM5
9	0.137878999114037	-0.0300066005438566	ENSG00000175768.8	TOMM5
9	0.0572999007999897	0.127193003892899	ENSG00000175768.8	TOMM5
9	0.114532999694347	0.0870765969157219	ENSG00000175768.8	TOMM5
9	0.0592430010437965	-0.000245734001509845	ENSG00000175768.8	TOMM5
9	0.0923589020967484	0.0636356994509697	ENSG00000175768.8	TOMM5
9	0.0575550012290478	0.116747997701168	ENSG00000175768.8	TOMM5
9	0.0445334985852242	0.130039006471634	ENSG00000175768.8	TOMM5
9	0.0998919010162354	0.0199776999652386	ENSG00000175768.8	TOMM5
9	0.0478941984474659	0.0764141008257866	ENSG00000175768.8	TOMM5
9	0.0482694990932941	0.0871333032846451	ENSG00000175768.8	TOMM5
9	0.0563487000763416	0.0908301994204521	ENSG00000175768.8	TOMM5
9	0.0525214001536369	0.102959997951984	ENSG00000175768.8	TOMM5
9	0.101227000355721	0.00156812998466194	ENSG00000175768.8	TOMM5
9	0.099855400621891	0.0187992006540298	ENSG00000175768.8	TOMM5
9	0.0615899004042149	0.0908913016319275	ENSG00000175768.8	TOMM5
9	0.0478941984474659	-0.0764141008257866	ENSG00000175768.8	TOMM5
9	0.0495723001658916	-0.0866554975509644	ENSG00000175768.8	TOMM5
9	0.0591310001909733	0.123677000403404	ENSG00000175768.8	TOMM5
9	0.0572999007999897	-0.127193003892899	ENSG00000175768.8	TOMM5
9	0.0814319029450417	0.000499630987178534	ENSG00000175768.8	TOMM5
9	0.0537775009870529	0.117873996496201	ENSG00000175768.8	TOMM5
9	0.0527401007711887	0.116121999919415	ENSG00000175768.8	TOMM5
9	0.0527401007711887	-0.116121999919415	ENSG00000175768.8	TOMM5
9	0.0943932011723518	-0.04089679941535	ENSG00000175768.8	TOMM5
9	0.114532999694347	-0.0870765969157219	ENSG00000175768.8	TOMM5
9	0.132100000977516	0.00239352998323739	ENSG00000175768.8	TOMM5
9	0.116056002676487	-0.146042004227638	ENSG00000175768.8	TOMM5
9	0.042850099503994	-0.119461998343468	ENSG00000175768.8	TOMM5
9	0.0558480992913246	0.151550993323326	ENSG00000175768.8	TOMM5
9	0.0754975005984306	-0.0980188995599747	ENSG00000175768.8	TOMM5
9	0.0889402031898499	-0.0980575978755951	ENSG00000175768.8	TOMM5
9	0.0574726015329361	0.116539999842644	ENSG00000175768.8	TOMM5
9	0.0573526993393898	-0.120708003640175	ENSG00000175768.8	TOMM5
9	0.0478941984474659	-0.0764141008257866	ENSG00000175768.8	TOMM5
9	0.124251998960972	-0.0137662002816796	ENSG00000175768.8	TOMM5
9	0.0478941984474659	0.0764141008257866	ENSG00000175768.8	TOMM5
9	0.0480754002928734	0.0733724012970924	ENSG00000175768.8	TOMM5
9	0.137878999114037	0.0300066005438566	ENSG00000175768.8	TOMM5
9	0.135202005505562	0.0870492979884148	ENSG00000175768.8	TOMM5
9	0.115200996398926	0.0880962014198303	ENSG00000175768.8	TOMM5
9	0.0857973992824554	0.0536522008478642	ENSG00000175768.8	TOMM5
9	0.0562987998127937	0.127280995249748	ENSG00000175768.8	TOMM5
9	0.137878999114037	0.0300066005438566	ENSG00000175768.8	TOMM5
9	0.0572999007999897	-0.127193003892899	ENSG00000175768.8	TOMM5
9	0.114532999694347	0.0870765969157219	ENSG00000175768.8	TOMM5
9	0.0572999007999897	0.127193003892899	ENSG00000175768.8	TOMM5
9	0.0517879985272884	-0.114744000136852	ENSG00000175768.8	TOMM5
9	0.137878999114037	-0.0300066005438566	ENSG00000175768.8	TOMM5
9	0.0541757009923458	-0.0875411033630371	ENSG00000175768.8	TOMM5
9	0.0572999007999897	0.127193003892899	ENSG00000175768.8	TOMM5
9	0.101227000355721	-0.00156812998466194	ENSG00000175768.8	TOMM5
9	0.0478941984474659	-0.0764141008257866	ENSG00000175768.8	TOMM5
9	0.0527401007711887	0.116121999919415	ENSG00000175768.8	TOMM5
9	0.0527401007711887	-0.116121999919415	ENSG00000175768.8	TOMM5
9	0.0474989004433155	0.064102903008461	ENSG00000175768.8	TOMM5
9	0.0934827998280525	-0.0337488017976284	ENSG00000175768.8	TOMM5
9	0.131784006953239	0.279141992330551	ENSG00000175768.8	TOMM5
9	0.0548897013068199	0.151227995753288	ENSG00000175768.8	TOMM5
9	0.0453036986291409	-0.115459002554417	ENSG00000175768.8	TOMM5
9	0.12508699297905	0.0631927028298378	ENSG00000175768.8	TOMM5
9	0.13884699344635	0.162082001566887	ENSG00000175768.8	TOMM5
9	0.047894399613142	0.0764312967658043	ENSG00000175768.8	TOMM5
9	0.0780757963657379	0.19828799366951	ENSG00000175768.8	TOMM5
9	0.0779523998498917	-0.00108385004568845	ENSG00000175768.8	TOMM5
9	0.052291501313448	-0.11099299788475	ENSG00000175768.8	TOMM5
9	0.0479173995554447	0.0767968967556953	ENSG00000175768.8	TOMM5
9	0.0479259006679058	0.07691890001297	ENSG00000175768.8	TOMM5
9	0.0477354004979134	0.0528873987495899	ENSG00000175768.8	TOMM5
9	0.11455000191927	0.0851946026086807	ENSG00000175768.8	TOMM5
9	0.144578993320465	-0.0711238011717796	ENSG00000175768.8	TOMM5
9	0.0967091023921967	0.044582799077034	ENSG00000175768.8	TOMM5
9	0.050016101449728	0.0842071026563644	ENSG00000175768.8	TOMM5
9	0.115359999239445	-0.122612997889519	ENSG00000175768.8	TOMM5
9	0.128520995378494	0.00954299978911877	ENSG00000175768.8	TOMM5
9	0.114532999694347	-0.0870765969157219	ENSG00000175768.8	TOMM5
9	0.114532999694347	-0.0870765969157219	ENSG00000175768.8	TOMM5
9	0.120503000915051	0.0707485973834991	ENSG00000175768.8	TOMM5
9	0.047833401709795	0.0790133029222488	ENSG00000175768.8	TOMM5
9	0.140928998589516	-0.157928004860878	ENSG00000175768.8	TOMM5
9	0.140942007303238	-0.1579529941082	ENSG00000175768.8	TOMM5
9	0.114532999694347	0.0870765969157219	ENSG00000175768.8	TOMM5
9	0.107124999165535	-0.0671204030513763	ENSG00000175768.8	TOMM5
9	0.137878999114037	0.0300066005438566	ENSG00000175768.8	TOMM5
9	0.137878999114037	-0.0300066005438566	ENSG00000175768.8	TOMM5
9	0.104584999382496	-0.00547177996486425	ENSG00000175768.8	TOMM5
9	0.10894600301981	-0.0313780009746552	ENSG00000175768.8	TOMM5
9	0.053803201764822	-0.142057001590729	ENSG00000175768.8	TOMM5
9	0.0537529997527599	-0.142527997493744	ENSG00000175768.8	TOMM5
9	0.110169000923634	0.129886001348495	ENSG00000175768.8	TOMM5
9	0.141040995717049	-0.15803000330925	ENSG00000175768.8	TOMM5
9	0.0476558990776539	-0.103742003440857	ENSG00000175768.8	TOMM5
9	0.0476510003209114	0.103867001831532	ENSG00000175768.8	TOMM5
9	0.0439650006592274	-0.0460301004350185	ENSG00000175768.8	TOMM5
9	0.0357205010950565	0.0837123990058899	ENSG00000175768.8	TOMM5
9	0.0453553013503551	-0.042543601244688	ENSG00000175768.8	TOMM5
9	0.0610595010221004	0.029297299683094	ENSG00000175768.8	TOMM5
9	0.0610595010221004	0.029297299683094	ENSG00000175768.8	TOMM5
9	0.0509072989225388	0.122746996581554	ENSG00000175768.8	TOMM5
9	0.0360742993652821	-0.0549396015703678	ENSG00000175768.8	TOMM5
9	0.0507600009441376	0.103242002427578	ENSG00000175768.8	TOMM5
9	0.100472003221512	-0.0154314003884792	ENSG00000175768.8	TOMM5
9	0.0510520003736019	0.122565001249313	ENSG00000175768.8	TOMM5
9	0.0336426012217999	-0.011353500187397	ENSG00000175768.8	TOMM5
9	0.0959390997886658	0.0301741994917393	ENSG00000175768.8	TOMM5
9	0.0372196994721889	-0.0739604011178017	ENSG00000175768.8	TOMM5
9	0.037669200450182	-0.0627771988511086	ENSG00000175768.8	TOMM5
9	0.0467348992824554	0.021323699504137	ENSG00000175768.8	TOMM5
9	0.122919999063015	0.199278995394707	ENSG00000175768.8	TOMM5
9	0.0468199998140335	-0.0211744997650385	ENSG00000175768.8	TOMM5
9	0.116011001169682	-0.147154003381729	ENSG00000175768.8	TOMM5
9	0.0520889982581139	-0.141848996281624	ENSG00000175768.8	TOMM5
9	0.0336337983608246	-0.0160041004419327	ENSG00000175768.8	TOMM5
9	0.133041992783546	-0.155370995402336	ENSG00000175768.8	TOMM5
9	0.0678860023617744	-0.119441002607346	ENSG00000175768.8	TOMM5
9	0.0429027006030083	0.06840830296278	ENSG00000175768.8	TOMM5
9	0.137584999203682	0.0765462964773178	ENSG00000175768.8	TOMM5
9	0.152838006615639	-0.206407994031906	ENSG00000175768.8	TOMM5
9	0.0375874005258083	-0.0957432985305786	ENSG00000175768.8	TOMM5
9	0.0417299009859562	-0.0366864018142223	ENSG00000175768.8	TOMM5
9	0.048463698476553	0.0511917993426323	ENSG00000175768.8	TOMM5
9	0.110316000878811	-0.0218298006802797	ENSG00000175768.8	TOMM5
9	0.035886500030756	0.0917494967579842	ENSG00000175768.8	TOMM5
9	0.134582996368408	-0.00141739996615797	ENSG00000175768.8	TOMM5
9	0.0939989984035492	-0.0350446999073029	ENSG00000175768.8	TOMM5
9	0.0562448985874653	-0.0331727005541325	ENSG00000175768.8	TOMM5
9	0.0561197996139526	-0.0338342003524303	ENSG00000175768.8	TOMM5
9	0.162966996431351	0.0432163998484612	ENSG00000175768.8	TOMM5
9	0.0803456008434296	-0.103624001145363	ENSG00000175768.8	TOMM5
9	0.118980996310711	0.169248998165131	ENSG00000175768.8	TOMM5
9	0.0560093000531197	0.0346993990242481	ENSG00000175768.8	TOMM5
9	0.0523676015436649	-0.058287400752306	ENSG00000175768.8	TOMM5
9	0.0547893010079861	-0.0304917991161346	ENSG00000175768.8	TOMM5
9	0.0559872016310692	0.0352644994854927	ENSG00000175768.8	TOMM5
9	0.0969282016158104	0.061371099203825	ENSG00000175768.8	TOMM5
9	0.0349668003618717	-0.075909897685051	ENSG00000175768.8	TOMM5
9	0.0348298996686935	0.0876360982656479	ENSG00000175768.8	TOMM5
9	0.0350750982761383	-0.0765002965927124	ENSG00000175768.8	TOMM5
9	0.104645997285843	0.00672115013003349	ENSG00000175768.8	TOMM5
9	0.139087006449699	0.101107001304626	ENSG00000175768.8	TOMM5
9	0.100139997899532	0.128289997577667	ENSG00000175768.8	TOMM5
9	0.0352598987519741	0.0878029987215996	ENSG00000175768.8	TOMM5
9	0.0432250015437603	-0.0883295014500618	ENSG00000175768.8	TOMM5
9	0.0870724022388458	-0.098478801548481	ENSG00000175768.8	TOMM5
9	0.0964052975177765	-0.204459995031357	ENSG00000175768.8	TOMM5
9	0.0381150990724564	0.0413230992853642	ENSG00000175768.8	TOMM5
9	0.0402695015072823	0.0238562002778053	ENSG00000175768.8	TOMM5
9	0.121188998222351	0.160955995321274	ENSG00000175768.8	TOMM5
9	0.0455714985728264	0.0155629003420472	ENSG00000175768.8	TOMM5
9	0.0663957968354225	-0.0749906972050667	ENSG00000175768.8	TOMM5
9	0.122243002057076	-0.175565004348755	ENSG00000175768.8	TOMM5
9	0.117339998483658	0.18639500439167	ENSG00000175768.8	TOMM5
9	0.059808399528265	0.0829915031790733	ENSG00000175768.8	TOMM5
9	0.117399998009205	-0.18648399412632	ENSG00000175768.8	TOMM5
9	0.115042001008987	-0.127518996596336	ENSG00000175768.8	TOMM5
9	0.118562996387482	-0.191751003265381	ENSG00000175768.8	TOMM5
9	0.0323885008692741	0.0548028983175755	ENSG00000175768.8	TOMM5
9	0.0338350012898445	0.0144975995644927	ENSG00000175768.8	TOMM5
9	0.0367004983127117	0.0113965999335051	ENSG00000175768.8	TOMM5
9	0.058067299425602	0.0521871000528336	ENSG00000175768.8	TOMM5
9	0.040411900728941	-0.0215528998523951	ENSG00000175768.8	TOMM5
9	0.0601511001586914	0.0545466989278793	ENSG00000175768.8	TOMM5
9	0.114101000130177	-0.124968998134136	ENSG00000175768.8	TOMM5
9	0.0351180993020535	0.000321642000926659	ENSG00000175768.8	TOMM5
9	0.0536953993141651	8.76737976795994e-05	ENSG00000175768.8	TOMM5
9	0.06161729991436	-0.0718936026096344	ENSG00000175768.8	TOMM5
9	0.0350305996835232	0.00165163003839552	ENSG00000175768.8	TOMM5
9	0.057090301066637	0.0672599971294403	ENSG00000175768.8	TOMM5
9	0.0587509982287884	0.0618302002549171	ENSG00000175768.8	TOMM5
9	0.150665000081062	-0.0328507013618946	ENSG00000175768.8	TOMM5
9	0.0568997003138065	0.0674472972750664	ENSG00000175768.8	TOMM5
9	0.0719911009073257	0.0412817001342773	ENSG00000175768.8	TOMM5
9	0.120255000889301	-0.178479000926018	ENSG00000175768.8	TOMM5
9	0.0347253009676933	-0.00317476992495358	ENSG00000175768.8	TOMM5
9	0.121141001582146	-0.179840996861458	ENSG00000175768.8	TOMM5
9	0.0406639985740185	0.0539536997675896	ENSG00000175768.8	TOMM5
9	0.0329288989305496	-0.0235293004661798	ENSG00000175768.8	TOMM5
9	0.032533198595047	0.0346480011940002	ENSG00000175768.8	TOMM5
9	0.0460165999829769	0.00899108964949846	ENSG00000175768.8	TOMM5
9	0.147238999605179	0.0396173000335693	ENSG00000175768.8	TOMM5
9	0.0400241985917091	0.0551518015563488	ENSG00000175768.8	TOMM5
9	0.14300100505352	0.12958499789238	ENSG00000175768.8	TOMM5
9	0.0650490969419479	-0.0956586971879005	ENSG00000175768.8	TOMM5
9	0.0939600020647049	0.0839888006448746	ENSG00000175768.8	TOMM5
9	0.0336937010288239	-0.0162728000432253	ENSG00000175768.8	TOMM5
9	0.0335501991212368	-0.0170146003365517	ENSG00000175768.8	TOMM5
9	0.041856799274683	-0.0658911988139153	ENSG00000175768.8	TOMM5
9	0.0348468981683254	-0.0309769995510578	ENSG00000175768.8	TOMM5
9	0.0348633006215096	0.0223698001354933	ENSG00000175768.8	TOMM5
9	0.0324603989720345	-0.0212995000183582	ENSG00000175768.8	TOMM5
9	0.042033601552248	-0.0107575003057718	ENSG00000175768.8	TOMM5
9	0.15904800593853	-0.10598199814558	ENSG00000175768.8	TOMM5
9	0.0447269007563591	0.00337652000598609	ENSG00000175768.8	TOMM5
9	0.0344620011746883	-0.0657012015581131	ENSG00000175768.8	TOMM5
9	0.111997999250889	0.0849189981818199	ENSG00000175768.8	TOMM5
9	0.106817997992039	-0.0788794979453087	ENSG00000175768.8	TOMM5
9	0.105800002813339	0.0765566974878311	ENSG00000175768.8	TOMM5
9	0.105581998825073	0.0775204971432686	ENSG00000175768.8	TOMM5
9	0.0372238010168076	0.0308745000511408	ENSG00000175768.8	TOMM5
9	0.0372848995029926	0.0311268996447325	ENSG00000175768.8	TOMM5
9	0.0376373007893562	-0.0249227005988359	ENSG00000175768.8	TOMM5
9	0.0379216000437737	0.0231580007821321	ENSG00000175768.8	TOMM5
9	0.0336460992693901	-0.000325400993460789	ENSG00000175768.8	TOMM5
9	0.0337030999362469	6.18081976426765e-05	ENSG00000175768.8	TOMM5
9	0.115474000573158	0.10165199637413	ENSG00000175768.8	TOMM5
9	0.0392430983483791	0.0242913998663425	ENSG00000175768.8	TOMM5
9	0.0334604009985924	0.0437449999153614	ENSG00000175768.8	TOMM5
9	0.0341462008655071	0.0479003004729748	ENSG00000175768.8	TOMM5
9	0.0338410995900631	-0.00159027997869998	ENSG00000175768.8	TOMM5
9	0.0338551998138428	0.0114930998533964	ENSG00000175768.8	TOMM5
9	0.0950665026903152	-0.0155336000025272	ENSG00000175768.8	TOMM5
9	0.116163000464439	0.133781999349594	ENSG00000175768.8	TOMM5
9	0.0436000004410744	0.106175996363163	ENSG00000175768.8	TOMM5
9	0.0487102009356022	-0.134976997971535	ENSG00000175768.8	TOMM5
9	0.0341219007968903	-0.0192686002701521	ENSG00000175768.8	TOMM5
9	0.0339604988694191	0.0142986997961998	ENSG00000175768.8	TOMM5
9	0.112407997250557	0.0943078994750977	ENSG00000175768.8	TOMM5
9	0.0340059995651245	-0.0144747002050281	ENSG00000175768.8	TOMM5
9	0.0340703018009663	-0.0153296003118157	ENSG00000175768.8	TOMM5
9	0.0392266996204853	0.0253763999789953	ENSG00000175768.8	TOMM5
9	0.04347750172019	-0.0903559997677803	ENSG00000175768.8	TOMM5
9	0.04347750172019	0.0903559997677803	ENSG00000175768.8	TOMM5
9	0.11243099719286	-0.0943247005343437	ENSG00000175768.8	TOMM5
9	0.0439760982990265	-0.0824626013636589	ENSG00000175768.8	TOMM5
9	0.046611700206995	0.121215000748634	ENSG00000175768.8	TOMM5
9	0.0464847013354301	-0.121334999799728	ENSG00000175768.8	TOMM5
9	0.0438930988311768	0.0923962965607643	ENSG00000175768.8	TOMM5
9	0.0435282997786999	-0.0906661003828049	ENSG00000175768.8	TOMM5
9	0.0435282997786999	-0.0906661003828049	ENSG00000175768.8	TOMM5
9	0.0340664982795715	0.0156900007277727	ENSG00000175768.8	TOMM5
9	0.0340659990906715	-0.0156896002590656	ENSG00000175768.8	TOMM5
9	0.0619480013847351	0.00128466996829957	ENSG00000175768.8	TOMM5
9	0.0486559011042118	-0.133101999759674	ENSG00000175768.8	TOMM5
9	0.0340659990906715	-0.0156896002590656	ENSG00000175768.8	TOMM5
9	0.0340803004801273	0.0158555004745722	ENSG00000175768.8	TOMM5
9	0.0340871997177601	0.0158852003514767	ENSG00000175768.8	TOMM5
9	0.0342637002468109	0.0116729997098446	ENSG00000175768.8	TOMM5
9	0.0341095998883247	0.016109200194478	ENSG00000175768.8	TOMM5
9	0.0340247005224228	0.0250244997441769	ENSG00000175768.8	TOMM5
9	0.034407701343298	-0.0120780002325773	ENSG00000175768.8	TOMM5
9	0.0341259017586708	0.0157210994511843	ENSG00000175768.8	TOMM5
9	0.0347976982593536	-0.0163563005626202	ENSG00000175768.8	TOMM5
9	0.0345639996230602	-0.0133951995521784	ENSG00000175768.8	TOMM5
9	0.0345675982534885	-0.0137577001005411	ENSG00000175768.8	TOMM5
9	0.0457574017345905	-0.115309998393059	ENSG00000175768.8	TOMM5
9	0.0345515012741089	0.0137959001585841	ENSG00000175768.8	TOMM5
9	0.0345523990690708	-0.0138095002621412	ENSG00000175768.8	TOMM5
9	0.0345530994236469	-0.0138237001374364	ENSG00000175768.8	TOMM5
